epoch, roc_train, roc_test, acc_train, acc_test, keep_prob, learning_rate, reg_strength, wwidth
1000, 0.416439, 0.416439, 0.398876, 0.324022, 0.889927245506015, 8.393851299982425e-07, 1.2333486634479177e-05, 20
1000, 0.601455, 0.601455, 0.601124, 0.675978, 0.8045558329676996, 4.696175295406248e-09, 0.2256152629883998, 14
1000, 0.724693, 0.724693, 0.706461, 0.726257, 0.6056102321998338, 6.570371223758902e-05, 0.002690604357901936, 14
1000, 0.561425, 0.561425, 0.546348, 0.497207, 0.7151942556972797, 1.6572065003640867e-08, 0.3039701336384336, 23
1000, 0.844016, 0.844016, 0.81882, 0.826816, 0.5567665199103851, 0.0003852960244200263, 3.2357659164357e-07, 39
1000, 0.703585, 0.703585, 0.682584, 0.675978, 0.4056671558931698, 1.5183813765379702e-05, 7.3922851199655255e-06, 41
1000, 0.41121, 0.41121, 0.405899, 0.329609, 0.918739737063933, 2.0636824951694603e-08, 0.2938212064183848, 33
1000, 0.840393, 0.840393, 0.800562, 0.810056, 0.2011111836306644, 0.0008507646878863609, 1.1164499795464217e-06, 24
1000, 0.810737, 0.810737, 0.820225, 0.843575, 0.8239709380955216, 0.047092615120461215, 8.838369870690112e-07, 21
1000, 0.726966, 0.726966, 0.641854, 0.73743, 0.2234777341025608, 0.004896271874809353, 0.5803146354371806, 35
1000, 0.478337, 0.478337, 0.405899, 0.329609, 0.4028824894267589, 4.954166293696112e-07, 6.389995524824809e-08, 21
1000, 0.607956, 0.607956, 0.667135, 0.670391, 0.42330307579603454, 7.680099164847226e-06, 0.0006992652867302746, 39
1000, 0.838986, 0.838986, 0.79073, 0.77095, 0.550586572022255, 0.01853310022189311, 0.00022820714844517395, 9
1000, 0.850473, 0.850473, 0.801966, 0.821229, 0.41285500488385546, 0.0014079913605950015, 1.274898572359323e-09, 13
1000, 0.614879, 0.614879, 0.63764, 0.614525, 0.5662212088228609, 5.354374267746329e-06, 0.00035422159983342625, 4
1000, 0.525447, 0.525447, 0.601124, 0.675978, 0.8332472352939642, 4.4851827698052287e-10, 1.180622488304184e-06, 46
1000, 0.482898, 0.482898, 0.412921, 0.329609, 0.7480647685606419, 1.180403204712358e-07, 0.00027850532773383, 2
1000, 0.56821, 0.56821, 0.601124, 0.675978, 0.962075280326965, 5.112549604590211e-08, 2.1088501537869393e-07, 23
1000, 0.557842, 0.557842, 0.591292, 0.670391, 0.32771249527090146, 8.964212154115959e-09, 0.005961027403625793, 3
1000, 0.544208, 0.544208, 0.601124, 0.675978, 0.6799715695006716, 9.193701155103928e-07, 5.153883870150904e-10, 8
1000, 0.725715, 0.725715, 0.676966, 0.687151, 0.6955844180993644, 0.0008094201765343025, 0.5327573415606635, 47
1000, 0.784768, 0.784768, 0.742977, 0.765363, 0.3699049732103741, 0.0003227950624207417, 0.021870364290813207, 11
1000, 0.451109, 0.451109, 0.398876, 0.324022, 0.5546962370769793, 3.914633984357768e-09, 3.891047166719766e-06, 2
1000, 0.627782, 0.627782, 0.608146, 0.675978, 0.4514259031714046, 0.0652845068436276, 0.9576773523719962, 16
1000, 0.5493, 0.5493, 0.685393, 0.653631, 0.8673365747189901, 3.4193575833969127e-06, 3.399862490568387e-05, 16
1000, 0.393211, 0.393211, 0.393258, 0.340782, 0.7867428216818655, 2.9154167159112896e-10, 0.001729092117982027, 32
1000, 0.33568, 0.33568, 0.373596, 0.329609, 0.571585102492997, 7.436631756127788e-09, 3.639703834075387e-05, 39
1000, 0.74384, 0.74384, 0.706461, 0.709497, 0.5948150960597938, 3.0295553353029278e-05, 6.6502167025896705e-09, 45
1000, 0.520915, 0.520915, 0.601124, 0.675978, 0.7819513092698835, 3.5703848071783836e-07, 7.267122638240708e-05, 35
1000, 0.353376, 0.353376, 0.396067, 0.379888, 0.7584496190630212, 2.245581811808051e-08, 0.00027939658756056016, 48
1000, 0.540299, 0.540299, 0.601124, 0.675978, 0.7720348036439479, 8.86254465307603e-09, 1.0821943862914375e-09, 46
1000, 0.540761, 0.540761, 0.532303, 0.581006, 0.9368667013777987, 9.318121976702435e-09, 2.8722905321105063e-05, 30
1000, 0.311958, 0.311958, 0.397472, 0.385475, 0.5474951408850246, 5.821249151357877e-07, 0.00017228262722248372, 40
1000, 0.858678, 0.858678, 0.832865, 0.832402, 0.9124484100445365, 0.000551552054708973, 0.0002916172682114772, 26
1000, 0.314661, 0.314661, 0.351124, 0.374302, 0.41610019001334264, 5.949525423024269e-10, 0.0007539555230983535, 15
1000, 0.549063, 0.549063, 0.537921, 0.513967, 0.2344626379341298, 2.927009491559192e-09, 0.0005856037473479124, 19
1000, 0.490296, 0.490296, 0.398876, 0.324022, 0.33922774980705817, 2.8695820498989674e-10, 9.997904121955779e-07, 29
1000, 0.816695, 0.816695, 0.808989, 0.815642, 0.4274038566368232, 0.01390241026903406, 9.6649899888534e-06, 25
1000, 0.702611, 0.702611, 0.682584, 0.675978, 0.506949559796765, 9.809480575125969e-05, 1.806580006514747e-06, 4
1000, 0.637136, 0.637136, 0.598315, 0.614525, 0.30700335902007647, 7.595601575640402e-09, 3.4496524323683747e-09, 14
1000, 0.702948, 0.702948, 0.678371, 0.664804, 0.8981132082688283, 4.981348950942745e-06, 2.4542324319833574e-10, 48
1000, 0.446003, 0.446003, 0.408708, 0.329609, 0.8058433119531763, 6.41299140764626e-09, 1.0547200181393076e-05, 11
1000, 0.661823, 0.661823, 0.647472, 0.692737, 0.9347141578362252, 1.116662373653534e-05, 0.21121476892277663, 5
1000, 0.805717, 0.805717, 0.797753, 0.810056, 0.843468976832588, 0.00025290937489542016, 1.4940112939749104e-06, 7
1000, 0.680433, 0.680433, 0.686798, 0.692737, 0.9911163365518336, 1.4732249969084694e-05, 0.005062254837611966, 13
1000, 0.805542, 0.805542, 0.79073, 0.782123, 0.6740000786581186, 0.00017705972523790153, 5.459472189531063e-07, 9
1000, 0.65253, 0.65253, 0.65309, 0.675978, 0.2948020071842435, 8.978536844457068e-06, 1.8940475297781435e-10, 38
1000, 0.76232, 0.76232, 0.735955, 0.743017, 0.7846490472816339, 0.00014472133075532582, 4.633076330387255e-07, 3
1000, 0.408577, 0.408577, 0.408708, 0.329609, 0.45460615085282763, 1.2959956044966635e-09, 0.11613278947907046, 14
1000, 0.810746, 0.810746, 0.793539, 0.832402, 0.2664061924957607, 0.012714051193604487, 9.680089801910413e-09, 32
1000, 0.84905, 0.84905, 0.811798, 0.821229, 0.9128832096621082, 0.010527224714138816, 3.1209237820812434e-09, 3
1000, 0.546522, 0.546522, 0.601124, 0.675978, 0.7805264229888313, 1.1681019701304174e-08, 2.8872183328143036e-08, 41
1000, 0.496758, 0.496758, 0.484551, 0.458101, 0.35936098835594577, 5.2546234487275874e-09, 0.0001388931419068741, 5
1000, 0.535078, 0.535078, 0.676966, 0.664804, 0.4621541989528349, 1.0035445687940465e-05, 3.1262184176590775e-10, 10
1000, 0.838634, 0.838634, 0.73736, 0.804469, 0.6469049837525227, 0.007299603540347279, 0.009986528976869916, 33
1000, 0.375949, 0.375949, 0.419944, 0.463687, 0.34353918153481255, 4.222478155557996e-10, 4.3326221809012314e-07, 21
1000, 0.762771, 0.762771, 0.695225, 0.709497, 0.20892781405798522, 0.0039195981618759795, 0.026624369616958493, 35
1000, 0.522831, 0.522831, 0.485955, 0.418994, 0.8491584712757307, 2.3396733457795035e-08, 3.2821279406751183e-07, 48
1000, 0.486204, 0.486204, 0.508427, 0.50838, 0.661992037063954, 3.0157245573634198e-09, 0.0002511614277280287, 14
1000, 0.86715, 0.86715, 0.852528, 0.821229, 0.8474706651348067, 0.011775831787086721, 4.734701969116249e-10, 24
1000, 0.66146, 0.66146, 0.683989, 0.670391, 0.8142657416482735, 7.15583534467292e-06, 2.284436662231895e-06, 10
1000, 0.532024, 0.532024, 0.601124, 0.675978, 0.3046474629949947, 3.3781529804716123e-10, 1.5441602460618623e-10, 18
1000, 0.673774, 0.673774, 0.683989, 0.664804, 0.9050740390336254, 5.405877036251169e-06, 1.4203450908930236e-05, 36
1000, 0.347586, 0.347586, 0.390449, 0.391061, 0.45790070016191287, 1.5331950974789636e-07, 4.92194886693371e-09, 22
1000, 0.505333, 0.505333, 0.658708, 0.659218, 0.26621926539964574, 4.939759437619968e-06, 0.0012706115129801944, 6
1000, 0.494802, 0.494802, 0.398876, 0.324022, 0.7834816033442664, 2.17192389080535e-08, 7.970990555120608e-10, 14
1000, 0.655348, 0.655348, 0.675562, 0.659218, 0.5474162956661188, 8.366285182089406e-06, 0.0017964320542308242, 44
1000, 0.726628, 0.726628, 0.601124, 0.675978, 0.8966343349526464, 0.03595209665578783, 0.08846722198431844, 33
1000, 0.667807, 0.667807, 0.662921, 0.648045, 0.30485696864220807, 7.048413559452981e-06, 0.05008795929865782, 34
1000, 0.728873, 0.728873, 0.700843, 0.715084, 0.5512157988922837, 1.671142981996322e-05, 0.0004261138218819255, 48
1000, 0.717287, 0.717287, 0.700843, 0.709497, 0.7137771977022334, 1.6444468897383066e-05, 6.800354933479577e-06, 23
1000, 0.868043, 0.868043, 0.820225, 0.837989, 0.9692544307291802, 0.006549319727630829, 0.0021450483233677697, 38
1000, 0.646627, 0.646627, 0.691011, 0.681564, 0.8958790511182828, 7.371163934909653e-06, 6.3495960009343045e-06, 29
1000, 0.525788, 0.525788, 0.601124, 0.675978, 0.2164629258442773, 5.940930196388976e-08, 3.6878085821586362e-06, 48
1000, 0.5533, 0.5533, 0.533708, 0.480447, 0.7228449319049421, 8.510481436290401e-08, 0.01579758784899582, 3
1000, 0.666837, 0.666837, 0.68118, 0.659218, 0.8682637287878097, 0.06484636454583172, 0.0008654284431743874, 31
1000, 0.485999, 0.485999, 0.419944, 0.418994, 0.5882109431615459, 1.605092759959081e-10, 8.139702750056598e-07, 2
1000, 0.311351, 0.311351, 0.463483, 0.52514, 0.21411560379496467, 2.2075641234961443e-06, 3.9981049349961924e-05, 45
1000, 0.53581, 0.53581, 0.601124, 0.675978, 0.7749234620876913, 6.227685540394711e-10, 0.0017941846161634203, 15
1000, 0.551831, 0.551831, 0.601124, 0.675978, 0.965372199587925, 4.159890134910395e-09, 0.058523978840682875, 45
1000, 0.791644, 0.791644, 0.785112, 0.776536, 0.35454960491921095, 0.00017473983940640092, 6.897627662835117e-09, 22
1000, 0.411605, 0.411605, 0.601124, 0.675978, 0.362256566922759, 3.741375756695164e-06, 0.00970770025026867, 17
1000, 0.541427, 0.541427, 0.601124, 0.675978, 0.8222682104515766, 2.5645279533264817e-10, 2.4323079016806078e-08, 47
1000, 0.574206, 0.574206, 0.530899, 0.581006, 0.3403598587138241, 1.0828703571730331e-06, 1.2771663505780365e-05, 20
1000, 0.315282, 0.315282, 0.380618, 0.379888, 0.33622993654602307, 6.2036161847875395e-09, 0.0004468524957800133, 21
1000, 0.481792, 0.481792, 0.405899, 0.329609, 0.2960950307866479, 1.1014367821126354e-06, 0.036839966407007194, 44
1000, 0.692552, 0.692552, 0.699438, 0.698324, 0.363883737127268, 2.82098588036499e-05, 3.828547653558962e-06, 49
1000, 0.450793, 0.450793, 0.398876, 0.324022, 0.9279959061778946, 1.5942458949953765e-08, 4.3844049955027094e-10, 44
1000, 0.744516, 0.744516, 0.727528, 0.748603, 0.41669098381691194, 7.436484268613335e-05, 1.0429306736603401e-10, 35
1000, 0.684431, 0.684431, 0.699438, 0.709497, 0.29364161196814, 6.193329703519728e-05, 1.0896807609792725e-05, 11
1000, 0.776893, 0.776893, 0.755618, 0.776536, 0.9237779900312062, 7.876103481395738e-05, 2.1139613216901526e-10, 30
1000, 0.429217, 0.429217, 0.401685, 0.374302, 0.2039139888707184, 9.295893233247886e-08, 1.356845430669191e-05, 30
1000, 0.854842, 0.854842, 0.839888, 0.837989, 0.9769646527314222, 0.001915473101788139, 1.1792434748488835e-08, 19
1000, 0.487955, 0.487955, 0.601124, 0.675978, 0.5828265133271662, 2.631216786516311e-06, 7.187986715502358e-05, 36
1000, 0.480739, 0.480739, 0.408708, 0.329609, 0.9310986451194989, 2.3118839055801092e-10, 1.2330238943910316e-07, 44
1000, 0.715181, 0.715181, 0.675562, 0.681564, 0.5714431855692712, 0.00020309820350093027, 0.24755535332738338, 6
1000, 0.829712, 0.829712, 0.787921, 0.787709, 0.39765267618650024, 0.015523822213086253, 4.2317092068402156e-08, 10
1000, 0.826169, 0.826169, 0.80618, 0.804469, 0.5955271939112127, 0.00020099147870482055, 4.143146739533892e-06, 44
1000, 0.825175, 0.825175, 0.821629, 0.810056, 0.5218219571645604, 0.02053063926904404, 6.204364977128684e-10, 31
1000, 0.488942, 0.488942, 0.632023, 0.625698, 0.9825367182386144, 1.8427784351523693e-06, 2.5753015823845844e-05, 31
1000, 0.825842, 0.825842, 0.801966, 0.810056, 0.614853336819493, 0.00029670281213546297, 0.0054574912424801255, 26
1000, 0.623153, 0.623153, 0.619382, 0.597765, 0.2403132619103639, 5.538680719668214e-06, 2.7908606719254228e-08, 29
1000, 0.34038, 0.34038, 0.359551, 0.357542, 0.329627121638176, 8.836858160255136e-09, 1.1037434900043115e-09, 12
1000, 0.817427, 0.817427, 0.792135, 0.810056, 0.2307772269360199, 0.009471332085425038, 2.192059395769557e-07, 24
1000, 0.441135, 0.441135, 0.410112, 0.329609, 0.6252646721892434, 1.5486594253884506e-09, 2.0318573531761933e-05, 49
1000, 0.583707, 0.583707, 0.601124, 0.675978, 0.9858834538837764, 8.852663582425098e-10, 1.0851775652665236e-08, 37
1000, 0.465404, 0.465404, 0.401685, 0.324022, 0.36929747156299303, 8.52070341989064e-10, 0.0017372001768429111, 37
1000, 0.652133, 0.652133, 0.650281, 0.687151, 0.5125745607546128, 8.952100292277488e-09, 2.5572035965891082e-08, 39
1000, 0.525038, 0.525038, 0.601124, 0.675978, 0.817023329525018, 1.898105841693657e-06, 0.007863563421286048, 33
1000, 0.461431, 0.461431, 0.398876, 0.324022, 0.517766905586249, 1.261342821964597e-07, 2.8299836340993037e-06, 11
1000, 0.373571, 0.373571, 0.441011, 0.396648, 0.4788606359892891, 3.6635764455635204e-08, 0.0823278900506926, 24
1000, 0.463744, 0.463744, 0.532303, 0.502793, 0.22973684328639302, 1.3814724184389665e-06, 2.0672407223112266e-06, 17
1000, 0.733441, 0.733441, 0.748595, 0.715084, 0.6885942190197631, 0.07331995566659602, 7.196085225235165e-08, 49
1000, 0.812127, 0.812127, 0.796348, 0.804469, 0.22753269349642916, 0.0002791188906609548, 4.909346808837613e-07, 44
1000, 0.774605, 0.774605, 0.773876, 0.72067, 0.7317826211293716, 0.04215141827236097, 2.895484404495146e-09, 40
1000, 0.599375, 0.599375, 0.571629, 0.659218, 0.24437439537267444, 7.43713791036965e-08, 0.5341979490444579, 28
1000, 0.592493, 0.592493, 0.589888, 0.581006, 0.4130766369681739, 1.2663428819395767e-10, 0.011097351339897324, 15
1000, 0.345539, 0.345539, 0.393258, 0.385475, 0.7451474121375963, 1.7205513061348302e-10, 0.0018714839852179217, 18
1000, 0.716152, 0.716152, 0.679775, 0.670391, 0.42517774821355037, 5.601269990137323e-05, 0.09501453382143903, 19
1000, 0.522261, 0.522261, 0.591292, 0.670391, 0.34118050128386557, 3.4837367913512146e-09, 2.401566096668743e-05, 26
1000, 0.756306, 0.756306, 0.719101, 0.72067, 0.5388079664266716, 7.584884233196859e-05, 0.019374180830919328, 29
1000, 0.323753, 0.323753, 0.407303, 0.402235, 0.23986973938520198, 1.261029929482269e-07, 0.004233255059457233, 9
1000, 0.452978, 0.452978, 0.398876, 0.324022, 0.6131181606982652, 3.812313977210383e-08, 1.1408799421924944e-08, 36
1000, 0.472964, 0.472964, 0.408708, 0.329609, 0.7007746733373597, 4.748917861138706e-08, 5.087920380335182e-09, 11
1000, 0.766138, 0.766138, 0.731742, 0.73743, 0.792759195922462, 5.4121742673851805e-05, 4.09718634232403e-09, 41
1000, 0.56543, 0.56543, 0.601124, 0.675978, 0.22366811560806515, 6.151873975272689e-06, 0.002636325816716114, 47
1000, 0.548267, 0.548267, 0.601124, 0.675978, 0.910024912411542, 6.703049530681268e-09, 6.580639316649939e-07, 24
1000, 0.534539, 0.534539, 0.601124, 0.670391, 0.2632804755788401, 1.228542603340926e-07, 8.295388856797154e-05, 46
1000, 0.310272, 0.310272, 0.382022, 0.391061, 0.5123926853402, 2.676050435782909e-08, 1.5385358358591366e-10, 29
1000, 0.855059, 0.855059, 0.851124, 0.849162, 0.7770018763804898, 0.004869545230489493, 2.126083530167062e-08, 37
1000, 0.844854, 0.844854, 0.817416, 0.843575, 0.9988437155324419, 0.014294747711512582, 0.0002990731541147937, 7
1000, 0.629485, 0.629485, 0.651685, 0.670391, 0.7066052086596757, 2.5306727452340516e-06, 4.429652433380243e-07, 28
1000, 0.650488, 0.650488, 0.634831, 0.670391, 0.5636073964136925, 2.268044658531034e-06, 7.942785063652044e-08, 12
1000, 0.818588, 0.818588, 0.804775, 0.787709, 0.2560117170322831, 0.00034764472072254575, 4.0583406876736585e-06, 36
1000, 0.853576, 0.853576, 0.83427, 0.843575, 0.40818401287462075, 0.006134159782575556, 1.369487170748863e-06, 15
1000, 0.783877, 0.783877, 0.769663, 0.782123, 0.5791426845808483, 0.00020087942218648434, 0.001587991726777991, 7
1000, 0.861348, 0.861348, 0.81882, 0.821229, 0.5331888265863769, 0.004577583575697297, 3.322560245235943e-08, 21
1000, 0.430916, 0.430916, 0.398876, 0.324022, 0.5509759753544012, 8.616781985258957e-10, 8.738971125118728e-08, 3
1000, 0.450135, 0.450135, 0.462079, 0.385475, 0.5143910920117627, 1.2425957851637242e-08, 4.8729287574648e-10, 35
1000, 0.645288, 0.645288, 0.603933, 0.597765, 0.5695451690965041, 4.046167716725975e-08, 1.4462160393635725e-09, 47
1000, 0.329203, 0.329203, 0.369382, 0.374302, 0.35717422080635974, 6.089320278290975e-08, 0.06278977374642931, 31
1000, 0.521616, 0.521616, 0.601124, 0.675978, 0.6277903649899326, 1.4771743558422712e-07, 0.04992987594963058, 20
1000, 0.56352, 0.56352, 0.543539, 0.597765, 0.9022310307002377, 9.864454974875165e-10, 5.758661650274489e-05, 18
1000, 0.663088, 0.663088, 0.610955, 0.597765, 0.4064991420364912, 2.9236462302568984e-06, 0.6889797785320699, 11
1000, 0.537141, 0.537141, 0.601124, 0.675978, 0.4942116405981676, 6.884693139970778e-10, 1.7733379128058897e-08, 27
1000, 0.654473, 0.654473, 0.63764, 0.692737, 0.623499942947431, 3.2885140785116045e-09, 5.064686775072545e-08, 16
1000, 0.565767, 0.565767, 0.601124, 0.675978, 0.9464300381244635, 5.99379055182999e-07, 1.0122946703350182e-09, 35
1000, 0.849661, 0.849661, 0.845506, 0.843575, 0.6664281877308749, 0.004681354090123536, 1.939889027804104e-06, 43
1000, 0.601643, 0.601643, 0.601124, 0.675978, 0.21921093344048037, 0.055317537332762345, 7.117705148183267e-10, 10
1000, 0.346631, 0.346631, 0.398876, 0.324022, 0.24197449906136592, 1.2447313298864304e-09, 0.003021048060517549, 2
1000, 0.638748, 0.638748, 0.676966, 0.675978, 0.529744635852528, 1.1097454168670148e-05, 4.451881533902827e-09, 48
1000, 0.678495, 0.678495, 0.594101, 0.608939, 0.2314457729697071, 1.0412237264437571e-10, 0.0037446064678622296, 37
1000, 0.555065, 0.555065, 0.601124, 0.675978, 0.29411713504321924, 8.794063157731111e-08, 3.9809408831735224e-10, 26
1000, 0.420407, 0.420407, 0.422753, 0.418994, 0.8428690108037169, 2.276296819582484e-08, 0.38908261151238727, 49
1000, 0.75302, 0.75302, 0.671348, 0.75419, 0.9287451196040062, 0.07343608013842, 6.947299695166941e-05, 37
1000, 0.696263, 0.696263, 0.648876, 0.731844, 0.283962403336435, 9.35190524558143e-05, 0.8271061642271693, 12
1000, 0.498417, 0.498417, 0.601124, 0.675978, 0.25660792191581544, 5.5955683545207156e-09, 6.033256809813089e-10, 46
1000, 0.37133, 0.37133, 0.439607, 0.385475, 0.2949897481139009, 5.434084913186612e-10, 9.433101732294246e-08, 37
1000, 0.853178, 0.853178, 0.81882, 0.871508, 0.8011739568511875, 0.006945770145509882, 9.811572324978428e-08, 9
1000, 0.839665, 0.839665, 0.792135, 0.798883, 0.34960497662300594, 0.00787780442984197, 4.912677242259943e-10, 9
1000, 0.783762, 0.783762, 0.79073, 0.782123, 0.7566812811366843, 0.037176471877723674, 5.3478777873611856e-05, 31
1000, 0.668842, 0.668842, 0.68118, 0.648045, 0.4936927753530762, 3.6170952138831614e-06, 5.53684693524649e-09, 46
1000, 0.612861, 0.612861, 0.615169, 0.614525, 0.7193337937802255, 3.6460412988219067e-10, 1.6554356554993862e-08, 4
1000, 0.78588, 0.78588, 0.780899, 0.782123, 0.9104221508363932, 0.00014900639518704992, 0.0024482143250100685, 9
1000, 0.845618, 0.845618, 0.84691, 0.832402, 0.8440494464063224, 0.008666990339425626, 4.115122293022678e-06, 26
1000, 0.301579, 0.301579, 0.311798, 0.312849, 0.3524507092652024, 3.855149024239725e-08, 9.468513031688646e-09, 4
1000, 0.531284, 0.531284, 0.601124, 0.675978, 0.3686083575781238, 2.4092147969837827e-10, 1.286704391737868e-05, 24
1000, 0.601103, 0.601103, 0.601124, 0.675978, 0.2278367813086657, 0.04826694896175149, 4.796585206822789e-10, 42
1000, 0.399883, 0.399883, 0.398876, 0.324022, 0.36846159919589944, 6.399842339198398e-08, 0.35738521975970805, 20
1000, 0.472117, 0.472117, 0.398876, 0.324022, 0.6584454527203429, 2.095923006714367e-09, 2.004063597274126e-08, 24
1000, 0.371306, 0.371306, 0.439607, 0.391061, 0.21239907088261722, 7.159039795290826e-07, 4.447646313840082e-05, 18
1000, 0.643156, 0.643156, 0.682584, 0.664804, 0.3994949086875179, 1.0869310393989215e-05, 6.180265218166588e-09, 35
1000, 0.86373, 0.86373, 0.835674, 0.843575, 0.6225737198068063, 0.0007760814679522867, 8.057494648325705e-05, 27
1000, 0.53527, 0.53527, 0.550562, 0.636872, 0.3303505569622921, 2.442814438027569e-08, 0.0020968267992421217, 35
1000, 0.368051, 0.368051, 0.397472, 0.430168, 0.8437899769995327, 1.6039680477586673e-07, 7.3242300022639595e-06, 38
1000, 0.528133, 0.528133, 0.601124, 0.675978, 0.36093810025359174, 6.339029150675205e-07, 2.1542894249917727e-06, 46
1000, 0.508695, 0.508695, 0.601124, 0.675978, 0.282289096445149, 2.1349358607162053e-07, 0.047974044874581144, 34
1000, 0.533043, 0.533043, 0.601124, 0.675978, 0.29877985673690166, 6.22558284241379e-10, 4.0345661417253176e-07, 36
1000, 0.634837, 0.634837, 0.566011, 0.614525, 0.7015405937959776, 1.721789060044861e-08, 0.0037262127642361236, 14
